Region,Annee,Semaine_Epi,Pluviometrie_mm,Temperature_Moy_C,Taux_Couverture_MILDA,Campagne_Vaccinale_Active,Cas_Paludisme,Cas_Dengue
Est,2022,22,80.8,26.4,87.7,0,155,2
Est,2022,23,107.3,32.9,75.8,0,211,4
Est,2022,24,45.4,29.2,91.7,0,209,7
Est,2022,25,40.8,30.7,86.2,0,202,7
Est,2022,26,27.6,30.3,85.4,0,930,12
Est,2022,27,119.0,32.2,93.3,0,1332,2
Est,2022,28,32.1,30.3,75.1,0,1094,3
Est,2022,29,35.2,32.2,92.1,0,994,14
Est,2022,30,78.7,27.2,83.3,0,1225,14
Est,2022,31,71.9,28.4,81.9,0,1192,4
Est,2022,32,45.5,27.4,93.3,0,891,8
Est,2022,33,32.9,28.0,89.3,0,1256,12
Est,2022,34,118.0,27.3,78.4,0,955,14
Est,2022,35,26.3,25.3,88.9,0,1093,4
Est,2022,36,70.7,32.5,90.7,0,1146,9
Est,2022,37,89.8,26.0,88.5,0,1043,0
Est,2022,38,39.5,30.8,91.2,0,1470,3
Est,2022,39,51.3,32.4,93.4,0,1474,3
Est,2022,40,115.0,25.8,87.8,0,1174,2
Est,2022,41,3.6,30.6,79.5,0,1021,14
Est,2022,42,4.9,28.9,82.3,0,1002,11
Est,2022,43,2.5,28.6,76.3,0,1122,2
Est,2022,44,3.2,26.0,81.7,0,1156,5
Est,2022,45,3.8,26.3,78.5,0,922,7
Est,2022,46,3.5,29.9,80.3,0,1140,2
Est,2022,47,2.2,29.0,91.9,0,282,2
Est,2022,48,3.0,28.2,92.0,0,179,6
Est,2022,49,3.5,32.9,93.3,0,160,12
Est,2022,50,3.3,28.9,88.3,0,228,10
Est,2022,51,2.7,29.3,82.0,0,165,7
Est,2022,52,1.8,27.7,92.4,0,174,1
Est,2023,1,4.5,25.3,93.0,0,275,8
Est,2023,2,2.5,31.8,76.5,0,178,0
Est,2023,3,0.0,28.6,81.3,0,274,13
Est,2023,4,2.3,31.2,78.9,0,273,3
Est,2023,5,4.3,30.1,80.4,0,167,1
Est,2023,6,0.2,31.7,82.8,0,250,5
Est,2023,7,1.0,28.1,84.6,0,229,3
Est,2023,8,2.8,26.9,86.8,0,215,13
Est,2023,9,1.7,32.0,76.3,0,272,4
Est,2023,10,4.8,40.5,75.4,0,234,3
Est,2023,11,3.2,36.7,90.7,0,212,3
Est,2023,12,3.6,37.3,82.0,0,163,11
Est,2023,13,0.7,38.8,82.4,0,182,5
Est,2023,14,1.6,35.6,84.5,0,202,1
Est,2023,15,4.0,39.4,86.3,0,214,13
Est,2023,16,0.0,38.1,88.9,0,210,4
Est,2023,17,0.8,35.0,80.0,0,269,12
Est,2023,18,0.0,35.8,80.3,0,214,6
Est,2023,19,1.0,25.8,76.3,0,243,9
Est,2023,20,2.4,29.8,84.3,0,263,13
Est,2023,21,4.1,25.7,86.2,0,146,14
Est,2023,22,97.9,32.8,94.0,0,274,5
Est,2023,23,52.2,25.1,86.0,0,213,3
Est,2023,24,82.2,25.8,92.1,0,182,0
Est,2023,25,59.0,31.6,76.6,0,282,8
Est,2023,26,32.4,26.5,90.2,0,1069,14
Est,2023,27,46.7,25.7,81.5,0,1205,8
Est,2023,28,38.1,27.4,92.3,0,1283,0
Est,2023,29,46.5,26.7,94.8,0,1372,4
Est,2023,30,60.3,25.4,76.3,0,1148,8
Est,2023,31,84.6,28.9,75.1,0,853,1
Est,2023,32,28.3,27.7,76.1,0,1370,1
Est,2023,33,102.8,27.5,83.9,0,944,5
Est,2023,34,110.3,32.9,90.6,0,1069,5
Est,2023,35,113.6,26.1,81.5,0,1399,8
Est,2023,36,78.3,31.7,90.4,0,1124,5
Est,2023,37,57.5,31.8,84.2,0,1008,14
Est,2023,38,97.1,28.5,78.8,0,1049,6
Est,2023,39,77.1,29.3,89.4,0,1066,9
Est,2023,40,80.8,26.2,90.0,0,966,1
Est,2023,41,1.0,25.7,92.4,0,1290,11
Est,2023,42,1.7,32.3,92.3,0,1438,1
Est,2023,43,4.4,32.4,92.8,0,1412,12
Est,2023,44,1.9,26.7,83.1,0,1056,3
Est,2023,45,3.4,26.5,84.1,0,1254,9
Est,2023,46,1.9,28.8,93.2,0,912,2
Est,2023,47,3.9,32.3,80.8,0,256,3
Est,2023,48,0.4,30.3,84.5,0,262,0
Est,2023,49,1.9,25.8,91.7,0,173,4
Est,2023,50,3.4,29.4,88.1,0,168,13
Est,2023,51,2.0,32.4,86.8,0,283,8
Est,2023,52,3.4,26.5,77.2,0,176,10
Est,2024,1,0.8,29.5,82.2,0,268,11
Est,2024,2,2.9,30.4,93.2,0,243,9
Est,2024,3,3.4,28.0,91.8,0,260,11
Est,2024,4,2.5,28.4,83.4,0,248,13
Est,2024,5,0.6,28.2,93.9,0,147,4
Est,2024,6,3.0,25.2,75.6,0,234,5
Est,2024,7,3.9,25.2,85.7,0,153,12
Est,2024,8,4.8,28.9,85.3,0,224,12
Est,2024,9,3.6,26.2,79.4,0,221,7
Est,2024,10,3.1,35.4,84.1,0,171,10
Est,2024,11,2.4,39.9,86.6,0,264,6
Est,2024,12,3.7,35.6,90.8,0,245,7
Est,2024,13,0.4,40.7,75.5,0,247,1
Est,2024,14,3.7,34.7,83.5,0,205,0
Est,2024,15,0.4,36.2,89.4,1,225,9
Est,2024,16,4.2,34.6,76.2,1,270,11
Est,2024,17,0.3,35.6,75.3,0,264,8
Est,2024,18,0.9,39.8,78.1,0,187,6
Est,2024,19,1.5,32.1,93.9,0,246,11
Est,2024,20,2.8,30.8,85.8,0,191,13
Est,2024,21,1.8,28.2,94.5,0,156,12
Est,2024,22,48.1,25.1,85.3,0,222,9
Est,2024,23,90.3,26.7,77.2,0,262,13
Est,2024,24,107.6,27.9,84.3,0,173,10
Est,2024,25,92.8,31.3,86.9,1,253,13
Est,2024,26,115.2,26.9,84.0,1,1360,3
Est,2024,27,54.9,28.9,78.2,0,1026,7
Est,2024,28,62.6,29.8,83.6,0,842,0
Est,2024,29,45.8,28.7,91.2,0,819,13
Est,2024,30,119.3,25.7,91.7,0,1024,7
Est,2024,31,99.4,30.5,94.7,0,1221,13
Est,2024,32,111.9,27.6,89.5,0,1306,2
Est,2024,33,42.0,26.0,86.9,0,1347,5
Est,2024,34,40.1,25.2,94.9,0,1025,13
Est,2024,35,91.6,29.4,82.7,0,1158,8
Est,2024,36,30.1,27.5,85.4,0,1092,13
Est,2024,37,64.7,27.5,77.3,0,1356,13
Est,2024,38,104.6,30.8,82.1,0,1119,10
Est,2024,39,94.7,26.6,88.4,0,954,10
Est,2024,40,41.2,31.7,76.3,0,922,8
Est,2024,41,0.2,30.8,83.8,0,970,13
Est,2024,42,2.7,27.9,88.5,0,876,5
Est,2024,43,3.2,32.5,82.0,0,1259,11
Est,2024,44,4.8,31.9,91.5,0,1186,5
Est,2024,45,0.7,30.8,81.7,0,1206,0
Est,2024,46,3.1,29.1,89.0,0,1304,8
Est,2024,47,1.0,26.4,93.7,0,263,0
Est,2024,48,4.9,32.8,86.4,0,244,11
Est,2024,49,0.8,28.6,80.8,0,251,4
Est,2024,50,0.9,28.7,93.5,0,205,1
Est,2024,51,4.6,27.5,94.0,0,140,7
Est,2024,52,0.4,28.1,76.7,0,256,10
Est,2025,1,1.2,29.1,90.4,0,272,14
Est,2025,2,3.5,32.6,94.8,0,245,4
Est,2025,3,0.9,32.5,79.4,0,179,8
Est,2025,4,1.4,31.3,77.6,0,204,1
Est,2025,5,0.3,30.6,79.6,0,223,0
Est,2025,6,0.5,25.5,92.1,0,183,8
Est,2025,7,4.1,28.6,90.7,0,248,7
Est,2025,8,0.0,25.2,80.5,0,190,9
Est,2025,9,0.8,29.1,75.8,0,186,3
Est,2025,10,4.8,40.9,93.0,0,246,9
Est,2025,11,4.5,39.5,81.0,0,264,12
Est,2025,12,3.8,36.2,84.8,0,219,7
Est,2025,13,4.7,34.8,80.2,0,238,12
Est,2025,14,4.4,34.7,81.2,0,207,8
Est,2025,15,1.9,36.5,87.9,1,200,12
Est,2025,16,1.5,36.9,90.3,1,246,2
Est,2025,17,5.0,34.3,87.2,0,250,1
Est,2025,18,4.0,36.2,78.1,0,224,5
Est,2025,19,4.2,30.8,85.3,0,186,2
Est,2025,20,2.9,30.0,77.1,0,241,5
Est,2025,21,4.5,31.6,85.7,0,266,1
Est,2025,22,54.1,29.7,86.6,0,189,12
Est,2025,23,78.0,30.6,80.2,0,199,8
Est,2025,24,119.3,30.5,79.1,0,254,11
Est,2025,25,41.4,25.2,94.6,1,224,11
Est,2025,26,95.4,26.2,77.3,1,1237,2
Est,2025,27,87.9,32.7,80.7,0,1071,8
Est,2025,28,91.1,32.3,83.6,0,1051,9
Est,2025,29,98.7,29.3,82.2,0,1195,1
Est,2025,30,63.6,27.6,86.7,0,1163,10
Est,2025,31,81.2,29.6,77.8,0,1297,1
Est,2025,32,59.0,27.3,91.8,0,1152,3
Est,2025,33,89.1,31.9,83.5,0,945,2
Est,2025,34,21.5,32.9,89.0,0,823,1
Est,2025,35,29.0,32.7,80.2,0,1287,5
Est,2025,36,46.4,28.2,93.0,0,1210,0
Est,2025,37,99.7,32.2,93.3,0,1153,2
Est,2025,38,35.9,32.1,91.7,0,1312,7
Est,2025,39,89.6,25.7,77.7,0,877,12
Est,2025,40,82.4,27.0,91.2,0,1114,3
Est,2025,41,5.0,29.1,90.0,0,1082,11
Est,2025,42,3.6,32.0,82.8,0,1095,2
Est,2025,43,4.2,31.1,89.1,0,1285,10
Est,2025,44,2.1,28.4,76.6,0,1228,5
Est,2025,45,2.0,31.0,93.5,0,1085,5
Est,2025,46,3.7,32.0,84.3,0,1311,12
Est,2025,47,1.0,25.9,76.8,0,198,8
Est,2025,48,4.9,25.9,77.8,0,226,2
Est,2025,49,2.6,30.9,78.8,0,153,3
Est,2025,50,0.4,28.7,76.3,0,248,5
Est,2025,51,4.7,28.6,89.6,0,175,0
Est,2025,52,3.3,28.2,81.4,0,227,7
Est,2026,1,1.1,29.2,76.7,0,254,11
Est,2026,2,1.7,25.5,76.7,0,212,2
Est,2026,3,3.8,30.6,86.4,0,226,7
Est,2026,4,2.1,28.4,77.9,0,165,6
Est,2026,5,1.6,25.6,79.0,0,215,3
Est,2026,6,3.8,26.9,81.4,0,194,6
Est,2026,7,0.3,30.1,75.4,0,148,6
Est,2026,8,1.9,32.1,86.2,0,191,4
Est,2026,9,2.3,29.3,92.5,0,167,13
Est,2026,10,4.3,39.8,92.3,0,265,0
Est,2026,11,2.4,37.2,90.4,0,212,11
Est,2026,12,2.1,38.8,85.6,0,211,8
Est,2026,13,4.0,39.6,84.6,0,178,8
Est,2026,14,4.1,34.4,77.4,0,188,8
Est,2026,15,4.5,37.9,81.1,1,176,8
Est,2026,16,1.3,40.2,86.0,1,225,0
Est,2026,17,4.1,39.7,76.7,0,161,5
Est,2026,18,3.6,40.5,81.0,0,192,10
Est,2026,19,3.2,30.8,89.9,0,201,14
Est,2026,20,2.6,27.1,81.4,0,159,14
Est,2026,21,4.1,29.8,90.6,0,266,6
Est,2026,22,47.9,28.0,77.7,0,177,5
Est,2026,23,103.4,31.3,90.2,0,154,7
Est,2026,24,79.4,26.8,81.6,0,238,10
Est,2026,25,104.9,31.4,80.2,1,264,1
Est,2026,26,32.1,29.8,94.9,1,979,1
Est,2026,27,35.0,28.7,83.9,0,830,0
Est,2026,28,92.1,31.3,87.6,0,1255,0
Est,2026,29,45.6,31.1,89.4,0,1001,1
Est,2026,30,37.8,25.2,89.0,0,1204,7
Est,2026,31,28.0,26.1,89.1,0,1211,9
Est,2026,32,74.4,32.1,78.1,0,1123,6
Est,2026,33,64.2,25.1,75.3,0,903,12
Est,2026,34,68.4,30.2,90.0,0,993,5
Est,2026,35,73.1,31.6,83.2,0,928,13
Est,2026,36,34.9,31.6,87.2,0,990,6
Est,2026,37,73.9,31.6,79.1,0,1144,3
Est,2026,38,111.0,27.7,90.2,0,1072,1
Est,2026,39,111.9,31.8,87.1,0,1075,8
Est,2026,40,52.8,29.0,82.9,0,1141,12
Est,2026,41,2.8,29.7,84.7,0,942,1
Est,2026,42,1.0,32.7,90.4,0,984,7
Est,2026,43,2.8,31.1,94.0,0,1235,6
Est,2026,44,1.3,26.8,86.6,0,973,1
Est,2026,45,1.1,25.6,87.3,0,965,12
Est,2026,46,0.9,31.6,75.4,0,1276,6
Est,2026,47,4.6,29.4,89.0,0,204,5
Est,2026,48,2.3,30.0,86.5,0,222,4
Est,2026,49,4.4,28.3,82.5,0,229,10
Est,2026,50,1.4,26.0,84.0,0,265,6
Est,2026,51,3.1,32.0,76.6,0,189,7
Est,2026,52,2.0,26.5,77.0,0,168,8
Boucle du Mouhoun,2013,1,0.7,31.5,88.4,0,204,12
Boucle du Mouhoun,2013,2,3.0,29.4,92.3,0,338,1
Boucle du Mouhoun,2013,3,2.7,30.4,78.4,0,345,4
Boucle du Mouhoun,2013,4,2.9,25.7,76.5,0,266,3
Boucle du Mouhoun,2013,5,2.0,28.3,76.7,0,204,4
Boucle du Mouhoun,2013,6,3.6,30.1,82.6,0,331,6
Boucle du Mouhoun,2013,7,1.7,32.9,89.5,0,182,3
Boucle du Mouhoun,2013,8,1.8,33.0,78.0,0,236,14
Boucle du Mouhoun,2013,9,0.4,30.3,82.5,0,318,9
Boucle du Mouhoun,2013,10,3.2,39.9,82.8,0,216,5
Boucle du Mouhoun,2013,11,4.4,34.7,79.0,0,230,13
Boucle du Mouhoun,2013,12,2.2,35.3,79.2,0,233,1
Boucle du Mouhoun,2013,13,0.3,34.5,77.0,0,217,4
Boucle du Mouhoun,2013,14,0.1,39.2,94.8,0,230,4
Boucle du Mouhoun,2013,15,0.9,38.1,94.0,0,305,4
Boucle du Mouhoun,2013,16,3.4,40.9,83.2,0,214,10
Boucle du Mouhoun,2013,17,1.4,38.9,82.9,0,200,3
Boucle du Mouhoun,2013,18,1.3,39.9,89.0,0,276,9
Boucle du Mouhoun,2013,19,1.9,26.7,89.4,0,245,11
Boucle du Mouhoun,2013,20,0.5,31.4,75.9,0,273,6
Boucle du Mouhoun,2013,21,3.2,32.9,76.5,0,204,9
Boucle du Mouhoun,2013,22,113.1,30.3,83.3,0,225,8
Boucle du Mouhoun,2013,23,88.6,29.8,90.5,0,316,11
Boucle du Mouhoun,2013,24,85.2,31.9,89.5,0,189,9
Boucle du Mouhoun,2013,25,54.3,32.6,81.4,0,357,3
Boucle du Mouhoun,2013,26,32.7,29.2,86.0,0,1107,14
Boucle du Mouhoun,2013,27,34.9,29.9,90.9,0,1716,13
Boucle du Mouhoun,2013,28,26.6,25.4,84.3,0,1502,10
Boucle du Mouhoun,2013,29,41.8,30.0,90.0,0,1144,13
Boucle du Mouhoun,2013,30,29.4,25.4,80.0,0,1099,7
Boucle du Mouhoun,2013,31,63.3,28.4,94.6,0,1320,4
Boucle du Mouhoun,2013,32,44.5,28.3,85.6,0,1438,1
Boucle du Mouhoun,2013,33,63.6,25.5,81.9,0,1208,14
Boucle du Mouhoun,2013,34,79.9,25.3,78.8,0,1777,7
Boucle du Mouhoun,2013,35,22.1,26.6,82.9,0,1689,5
Boucle du Mouhoun,2013,36,64.6,27.5,75.0,0,1448,7
Boucle du Mouhoun,2013,37,66.4,30.8,77.0,0,1261,10
Boucle du Mouhoun,2013,38,108.6,29.9,82.3,0,1637,0
Boucle du Mouhoun,2013,39,70.2,27.6,94.0,0,1710,13
Boucle du Mouhoun,2013,40,97.4,25.1,86.8,0,1670,2
Boucle du Mouhoun,2013,41,0.1,29.4,90.7,0,1231,13
Boucle du Mouhoun,2013,42,3.7,25.4,90.2,0,1538,6
Boucle du Mouhoun,2013,43,4.0,31.6,79.8,0,1105,8
Boucle du Mouhoun,2013,44,2.1,31.4,80.6,0,1692,12
Boucle du Mouhoun,2013,45,2.5,28.1,93.3,0,1086,2
Boucle du Mouhoun,2013,46,2.5,29.7,91.0,0,1637,2
Boucle du Mouhoun,2013,47,0.5,29.3,94.4,0,243,3
Boucle du Mouhoun,2013,48,2.6,27.7,75.5,0,235,2
Boucle du Mouhoun,2013,49,0.6,31.3,77.2,0,314,2
Boucle du Mouhoun,2013,50,3.3,26.5,91.6,0,232,7
Boucle du Mouhoun,2013,51,0.5,27.1,85.5,0,344,9
Boucle du Mouhoun,2013,52,2.2,32.2,81.5,0,341,10
Boucle du Mouhoun,2014,1,3.4,29.6,79.4,0,263,8
Boucle du Mouhoun,2014,2,2.4,25.5,76.5,0,337,5
Boucle du Mouhoun,2014,3,0.4,28.9,88.1,0,337,12
Boucle du Mouhoun,2014,4,1.9,26.1,75.3,0,220,5
Boucle du Mouhoun,2014,5,3.3,25.6,75.2,0,322,6
Boucle du Mouhoun,2014,6,1.3,26.4,87.6,0,283,5
Boucle du Mouhoun,2014,7,4.0,28.3,93.7,0,336,12
Boucle du Mouhoun,2014,8,0.1,31.6,93.3,0,213,6
Boucle du Mouhoun,2014,9,0.8,25.9,76.3,0,303,4
Boucle du Mouhoun,2014,10,4.5,39.2,83.9,0,276,10
Boucle du Mouhoun,2014,11,0.8,40.7,87.5,0,261,1
Boucle du Mouhoun,2014,12,2.7,38.0,94.4,0,286,11
Boucle du Mouhoun,2014,13,3.6,34.5,89.2,0,239,4
Boucle du Mouhoun,2014,14,4.7,40.8,93.9,0,281,8
Boucle du Mouhoun,2014,15,2.4,40.7,82.7,0,350,13
Boucle du Mouhoun,2014,16,1.0,35.5,89.0,0,268,2
Boucle du Mouhoun,2014,17,4.2,34.8,93.9,0,295,14
Boucle du Mouhoun,2014,18,4.1,38.0,87.8,0,226,0
Boucle du Mouhoun,2014,19,1.8,27.5,85.6,0,252,2
Boucle du Mouhoun,2014,20,0.9,29.1,94.0,0,217,1
Boucle du Mouhoun,2014,21,1.4,32.3,91.6,0,216,7
Boucle du Mouhoun,2014,22,46.6,28.0,77.2,0,273,6
Boucle du Mouhoun,2014,23,84.9,25.2,80.9,0,261,8
Boucle du Mouhoun,2014,24,58.9,27.1,90.9,0,225,6
Boucle du Mouhoun,2014,25,104.9,28.2,79.4,0,332,11
Boucle du Mouhoun,2014,26,63.7,29.1,88.3,0,1664,9
Boucle du Mouhoun,2014,27,79.4,29.6,87.9,0,1673,6
Boucle du Mouhoun,2014,28,109.1,29.5,78.3,0,1456,7
Boucle du Mouhoun,2014,29,101.3,28.4,80.1,0,1580,11
Boucle du Mouhoun,2014,30,99.6,28.5,86.7,0,1566,12
Boucle du Mouhoun,2014,31,50.0,30.2,86.6,0,1158,14
Boucle du Mouhoun,2014,32,87.6,32.1,94.8,0,1543,9
Boucle du Mouhoun,2014,33,118.0,25.1,90.8,0,1651,0
Boucle du Mouhoun,2014,34,71.8,28.5,85.8,0,1360,2
Boucle du Mouhoun,2014,35,106.6,28.1,76.2,0,1447,10
Boucle du Mouhoun,2014,36,25.3,32.5,78.0,0,1117,3
Boucle du Mouhoun,2014,37,74.2,26.4,81.5,0,1188,0
Boucle du Mouhoun,2014,38,23.6,30.8,92.7,0,1529,5
Boucle du Mouhoun,2014,39,116.9,27.9,94.1,0,1714,13
Boucle du Mouhoun,2014,40,81.3,29.1,85.1,0,1059,4
Boucle du Mouhoun,2014,41,1.0,27.6,77.4,0,1288,12
Boucle du Mouhoun,2014,42,2.0,32.5,77.7,0,1548,9
Boucle du Mouhoun,2014,43,0.3,26.1,85.5,0,1197,11
Boucle du Mouhoun,2014,44,1.0,29.7,93.9,0,1179,11
Boucle du Mouhoun,2014,45,3.6,31.3,77.5,0,1273,2
Boucle du Mouhoun,2014,46,3.2,28.3,81.5,0,1754,12
Boucle du Mouhoun,2014,47,0.7,26.1,90.8,0,260,0
Boucle du Mouhoun,2014,48,3.0,31.7,80.9,0,273,11
Boucle du Mouhoun,2014,49,0.6,27.0,78.8,0,314,11
Boucle du Mouhoun,2014,50,2.0,29.9,85.5,0,288,14
Boucle du Mouhoun,2014,51,4.0,26.6,86.8,0,307,6
Boucle du Mouhoun,2014,52,3.5,29.7,78.5,0,268,8
Boucle du Mouhoun,2015,1,2.6,30.8,87.6,0,174,2
Boucle du Mouhoun,2015,2,4.2,32.2,77.5,0,338,5
Boucle du Mouhoun,2015,3,3.1,30.7,75.8,0,266,10
Boucle du Mouhoun,2015,4,3.8,31.7,81.1,0,236,8
Boucle du Mouhoun,2015,5,3.0,32.0,92.5,0,188,2
Boucle du Mouhoun,2015,6,5.0,32.2,94.4,0,328,0
Boucle du Mouhoun,2015,7,0.6,31.0,85.3,0,210,13
Boucle du Mouhoun,2015,8,2.9,29.4,91.3,0,343,3
Boucle du Mouhoun,2015,9,2.9,28.6,80.6,0,288,2
Boucle du Mouhoun,2015,10,2.2,35.6,80.0,0,315,5
Boucle du Mouhoun,2015,11,4.9,40.0,85.5,0,243,1
Boucle du Mouhoun,2015,12,0.4,35.3,77.2,0,312,5
Boucle du Mouhoun,2015,13,0.9,36.8,86.0,0,197,11
Boucle du Mouhoun,2015,14,1.8,36.0,79.2,0,233,11
Boucle du Mouhoun,2015,15,3.9,34.7,84.7,0,291,2
Boucle du Mouhoun,2015,16,3.1,39.2,77.7,0,309,9
Boucle du Mouhoun,2015,17,1.4,39.2,94.9,0,280,14
Boucle du Mouhoun,2015,18,4.3,39.0,86.0,0,339,6
Boucle du Mouhoun,2015,19,2.0,25.4,91.6,0,250,6
Boucle du Mouhoun,2015,20,0.5,25.1,77.5,0,302,14
Boucle du Mouhoun,2015,21,0.2,27.9,81.3,0,188,3
Boucle du Mouhoun,2015,22,102.0,25.9,81.6,0,269,3
Boucle du Mouhoun,2015,23,79.4,31.1,90.4,0,276,4
Boucle du Mouhoun,2015,24,80.2,32.0,78.5,0,285,4
Boucle du Mouhoun,2015,25,114.5,28.7,77.4,0,199,2
Boucle du Mouhoun,2015,26,84.3,27.0,78.5,0,1496,12
Boucle du Mouhoun,2015,27,75.7,27.3,95.0,0,1705,14
Boucle du Mouhoun,2015,28,57.9,26.6,86.9,0,1039,12
Boucle du Mouhoun,2015,29,86.7,25.7,81.0,0,1045,14
Boucle du Mouhoun,2015,30,98.9,32.2,86.7,0,1483,4
Boucle du Mouhoun,2015,31,99.4,31.0,83.0,0,1596,8
Boucle du Mouhoun,2015,32,109.0,30.6,94.1,0,1706,5
Boucle du Mouhoun,2015,33,27.2,27.9,92.8,0,1518,10
Boucle du Mouhoun,2015,34,110.5,31.1,92.3,0,1505,7
Boucle du Mouhoun,2015,35,50.5,26.6,92.7,0,1562,3
Boucle du Mouhoun,2015,36,114.3,28.6,86.9,0,1538,13
Boucle du Mouhoun,2015,37,20.1,25.5,91.1,0,1541,6
Boucle du Mouhoun,2015,38,52.4,26.0,76.6,0,1446,4
Boucle du Mouhoun,2015,39,96.0,29.7,75.0,0,1177,2
Boucle du Mouhoun,2015,40,50.3,29.2,77.4,0,1098,12
Boucle du Mouhoun,2015,41,4.4,30.9,87.5,0,1394,1
Boucle du Mouhoun,2015,42,0.1,27.1,87.4,0,1079,1
Boucle du Mouhoun,2015,43,3.2,26.8,91.5,0,1572,7
Boucle du Mouhoun,2015,44,0.7,29.5,89.0,0,1541,4
Boucle du Mouhoun,2015,45,0.8,31.3,76.3,0,1608,2
Boucle du Mouhoun,2015,46,0.0,26.3,91.6,0,1303,7
Boucle du Mouhoun,2015,47,4.1,28.5,84.6,0,267,8
Boucle du Mouhoun,2015,48,1.3,28.8,94.7,0,336,8
Boucle du Mouhoun,2015,49,1.7,31.2,78.4,0,205,10
Boucle du Mouhoun,2015,50,4.8,30.9,86.9,0,293,1
Boucle du Mouhoun,2015,51,4.4,25.5,87.1,0,275,3
Boucle du Mouhoun,2015,52,2.3,33.0,92.2,0,238,5
Boucle du Mouhoun,2016,1,1.4,29.6,87.7,0,249,10
Boucle du Mouhoun,2016,2,3.9,30.3,92.0,0,292,0
Boucle du Mouhoun,2016,3,0.7,27.1,84.2,0,319,10
Boucle du Mouhoun,2016,4,2.8,29.3,76.1,0,323,7
Boucle du Mouhoun,2016,5,4.1,25.1,79.7,0,298,6
Boucle du Mouhoun,2016,6,3.2,25.2,79.1,0,221,14
Boucle du Mouhoun,2016,7,1.0,26.1,81.3,0,170,10
Boucle du Mouhoun,2016,8,0.1,26.3,84.0,0,223,11
Boucle du Mouhoun,2016,9,3.9,26.4,86.4,0,189,13
Boucle du Mouhoun,2016,10,4.3,38.6,86.6,0,262,10
Boucle du Mouhoun,2016,11,2.0,34.6,91.3,0,310,6
Boucle du Mouhoun,2016,12,3.7,39.5,82.9,0,302,10
Boucle du Mouhoun,2016,13,3.3,39.2,80.1,0,208,10
Boucle du Mouhoun,2016,14,3.3,35.8,79.6,0,267,7
Boucle du Mouhoun,2016,15,0.9,35.3,90.0,0,315,9
Boucle du Mouhoun,2016,16,3.0,36.5,82.4,0,263,10
Boucle du Mouhoun,2016,17,1.4,35.3,77.6,0,176,5
Boucle du Mouhoun,2016,18,0.1,41.0,92.0,0,226,1
Boucle du Mouhoun,2016,19,4.1,31.0,88.8,0,232,14
Boucle du Mouhoun,2016,20,1.4,31.9,91.1,0,257,0
Boucle du Mouhoun,2016,21,0.9,26.8,90.9,0,217,3
Boucle du Mouhoun,2016,22,85.6,28.1,89.2,0,179,8
Boucle du Mouhoun,2016,23,31.6,25.2,91.7,0,173,9
Boucle du Mouhoun,2016,24,111.4,31.8,89.2,0,259,10
Boucle du Mouhoun,2016,25,84.5,32.5,83.6,0,244,13
Boucle du Mouhoun,2016,26,21.0,30.9,90.7,0,1058,11
Boucle du Mouhoun,2016,27,69.3,32.9,81.0,0,1508,10
Boucle du Mouhoun,2016,28,56.4,29.1,92.7,0,1512,6
Boucle du Mouhoun,2016,29,41.9,33.0,85.6,0,1569,9
Boucle du Mouhoun,2016,30,60.8,28.8,75.4,0,1116,5
Boucle du Mouhoun,2016,31,101.2,25.8,80.1,0,1442,8
Boucle du Mouhoun,2016,32,104.1,32.7,88.2,0,1672,2
Boucle du Mouhoun,2016,33,36.5,25.9,92.2,0,1372,8
Boucle du Mouhoun,2016,34,58.0,29.3,87.2,0,1242,1
Boucle du Mouhoun,2016,35,93.5,25.8,92.7,0,1545,11
Boucle du Mouhoun,2016,36,78.1,28.2,80.2,0,1493,14
Boucle du Mouhoun,2016,37,107.8,25.5,93.7,0,1016,12
Boucle du Mouhoun,2016,38,61.3,32.2,91.9,0,1059,7
Boucle du Mouhoun,2016,39,62.0,31.6,92.1,0,1454,13
Boucle du Mouhoun,2016,40,59.3,29.3,77.7,0,1048,10
Boucle du Mouhoun,2016,41,0.1,30.2,88.1,0,1687,12
Boucle du Mouhoun,2016,42,3.0,28.4,76.3,0,1354,1
Boucle du Mouhoun,2016,43,3.6,31.0,93.3,0,1249,11
Boucle du Mouhoun,2016,44,0.5,25.5,88.0,0,1067,11
Boucle du Mouhoun,2016,45,1.3,31.9,93.5,0,1558,1
Boucle du Mouhoun,2016,46,4.2,27.7,86.7,0,1661,2
Boucle du Mouhoun,2016,47,1.8,30.7,91.6,0,246,1
Boucle du Mouhoun,2016,48,2.5,30.8,92.6,0,220,5
Boucle du Mouhoun,2016,49,4.0,30.0,83.7,0,213,8
Boucle du Mouhoun,2016,50,1.9,31.8,80.2,0,337,0
Boucle du Mouhoun,2016,51,3.4,30.2,78.4,0,186,6
Boucle du Mouhoun,2016,52,0.4,30.8,76.3,0,208,6
Boucle du Mouhoun,2017,1,3.9,29.9,79.3,0,202,2
Boucle du Mouhoun,2017,2,0.1,26.2,93.4,0,304,13
Boucle du Mouhoun,2017,3,3.3,27.8,78.4,0,273,2
Boucle du Mouhoun,2017,4,4.0,25.9,94.2,0,240,9
Boucle du Mouhoun,2017,5,1.4,28.6,94.4,0,172,12
Boucle du Mouhoun,2017,6,4.9,29.8,91.8,0,188,11
Boucle du Mouhoun,2017,7,4.8,29.1,81.8,0,209,13
