region,annee,semaine_epi,pluviometrie_mm,temperature_moy_c,taux_couverture_milda,campagne_vaccinale_active,cas_paludisme,cas_dengue,date_approx,mois,saison
Boucle du Mouhoun,2013,28,0.04102599874516298,-1.295670531537131,-0.12237746919126584,0,1502,10,2013-07-15,7,Pluvieuse
Boucle du Mouhoun,2013,29,0.4698092138358117,-0.11731022798757788,0.8671345069507166,0,1144,13,2013-07-22,7,Pluvieuse
Boucle du Mouhoun,2013,30,0.12001238047238769,-1.295670531537131,-0.8688514161053921,0,1099,7,2013-07-29,7,Pluvieuse
Boucle du Mouhoun,2013,31,1.0763117878127162,-0.5271746813961183,1.6656880315565255,0,1320,4,2013-08-05,8,Pluvieuse
Boucle du Mouhoun,2013,32,0.5459746533584928,-0.5527912097341515,0.10330070080602778,0,1438,1,2013-08-12,8,Pluvieuse
Boucle du Mouhoun,2013,33,1.0847746144263477,-1.270054003199097,-0.5390140907247304,0,1208,14,2013-08-19,8,Pluvieuse
Boucle du Mouhoun,2013,34,1.5445881937669776,-1.3212870598751643,-1.0771697268721256,0,1777,7,2013-08-26,8,Pluvieuse
Boucle du Mouhoun,2013,35,-0.08591640045930543,-0.9882721914807252,-0.3654154984191196,0,1689,5,2013-09-02,9,Pluvieuse
Boucle du Mouhoun,2013,36,1.1129840364717847,-0.7577234364384218,-1.7368443776334463,0,1448,7,2013-09-09,9,Pluvieuse
Boucle du Mouhoun,2013,37,1.1637609961535724,0.08762199871669235,-1.3896471930222245,0,1261,10,2013-09-16,9,Pluvieuse
Boucle du Mouhoun,2013,38,2.3541986064710314,-0.142926756325612,-0.46957465380248753,0,1637,0,2013-09-23,9,Pluvieuse
Boucle du Mouhoun,2013,39,1.2709567999262346,-0.7321069081003877,1.56152887617316,0,1710,13,2013-09-30,9,Pluvieuse
Boucle du Mouhoun,2013,40,2.0382530795621325,-1.3725201165512315,0.3116190115727613,0,1670,2,2013-10-07,10,Pluvieuse
Boucle du Mouhoun,2013,41,-0.7065236854589287,-0.2710093980157808,0.9886535215646446,0,1231,13,2013-10-14,10,Pluvieuse
Boucle du Mouhoun,2013,42,-0.604969766095354,-1.295670531537131,0.9018542254118392,0,1538,6,2013-10-21,10,Pluvieuse
Boucle du Mouhoun,2013,43,-0.5965069394817228,0.2925542254209626,-0.9035711345665147,0,1105,8,2013-10-28,10,Pluvieuse
Boucle du Mouhoun,2013,44,-0.6501048413680539,0.24132116874489434,-0.7646922607220265,0,1692,12,2013-11-04,11,Sèche
Boucle du Mouhoun,2013,45,-0.638821072549879,-0.6040242664102189,1.4400098615592318,0,1086,2,2013-11-11,11,Sèche
Boucle du Mouhoun,2013,46,-0.638821072549879,-0.19415981300167934,1.0407330992563273,0,1637,2,2013-11-18,11,Sèche
Boucle du Mouhoun,2013,47,-0.6952399166407538,-0.296625926353814,1.6309683130954054,0,243,3,2013-11-25,11,Sèche
Boucle du Mouhoun,2013,48,-0.6360001303453352,-0.7064903797623544,-1.6500450814806409,0,235,2,2013-12-02,12,Sèche
Boucle du Mouhoun,2013,49,-0.69241897443621,0.21570464040686113,-1.354927474561102,0,314,2,2013-12-09,12,Sèche
Boucle du Mouhoun,2013,50,-0.616253534913529,-1.0138887198187594,1.144892254639693,0,232,7,2013-12-16,12,Sèche
Boucle du Mouhoun,2013,51,-0.6952399166407538,-0.8601895497905564,0.08594084157546768,0,344,9,2013-12-23,12,Sèche
Boucle du Mouhoun,2013,52,-0.6472838991635101,0.4462533954491655,-0.6084535276469758,0,341,10,2013-12-30,12,Sèche
Boucle du Mouhoun,2014,1,-0.6134325927089853,-0.21977634133971255,-0.9730105714887576,0,263,8,2014-01-06,1,Sèche
Boucle du Mouhoun,2014,2,-0.6416420147544227,-1.270054003199097,-1.47644648917503,0,337,5,2014-01-13,1,Sèche
Boucle du Mouhoun,2014,3,-0.6980608588452976,-0.3990920397059496,0.5372971815700549,0,337,12,2014-01-20,1,Sèche
Boucle du Mouhoun,2014,4,-0.6557467257771414,-1.116354833170894,-1.6847647999417636,0,220,5,2014-01-27,1,Sèche
Boucle du Mouhoun,2014,5,-0.616253534913529,-1.2444374748610627,-1.7021246591723236,0,322,6,2014-02-03,2,Sèche
Boucle du Mouhoun,2014,6,-0.6726723790044038,-1.0395052481567935,0.4504978854172495,0,283,5,2014-02-10,2,Sèche
Boucle du Mouhoun,2014,7,-0.5965069394817228,-0.5527912097341515,1.5094492984814771,0,336,12,2014-02-17,2,Sèche
Boucle du Mouhoun,2014,8,-0.7065236854589287,0.2925542254209626,1.4400098615592318,0,213,6,2014-02-24,2,Sèche
Boucle du Mouhoun,2014,9,-0.6867770900271225,-1.1675878898469623,-1.5111662076361527,0,303,4,2014-03-03,3,Sèche
Boucle du Mouhoun,2014,10,-0.5824022284590041,2.2394103791115283,-0.1918169061135087,0,276,10,2014-03-10,3,Sèche
Boucle du Mouhoun,2014,11,-0.6867770900271225,2.623658304182035,0.4331380261866894,0,261,1,2014-03-17,3,Sèche
Boucle du Mouhoun,2014,12,-0.6331791881407914,1.9320120390551225,1.6309683130954054,0,286,11,2014-03-24,3,Sèche
Boucle du Mouhoun,2014,13,-0.6077907082998978,1.035433547223941,0.7282556331062283,0,239,4,2014-03-31,3,Sèche
Boucle du Mouhoun,2014,14,-0.5767603440499166,2.6492748325200672,1.5441690169426,0,281,8,2014-04-07,4,Sèche
Boucle du Mouhoun,2014,15,-0.6416420147544227,2.623658304182035,-0.40013521688024223,0,350,13,2014-04-14,4,Sèche
Boucle du Mouhoun,2014,16,-0.6811352056180351,1.2915988306042787,0.6935359146451057,0,268,2,2014-04-21,4,Sèche
Boucle du Mouhoun,2014,17,-0.5908650550726353,1.1122831322380418,1.5441690169426,0,295,14,2014-04-28,4,Sèche
Boucle du Mouhoun,2014,18,-0.5936859972771792,1.9320120390551225,0.48521760387837215,0,226,0,2014-05-05,5,Pluvieuse
Boucle du Mouhoun,2014,19,-0.6585676679816851,-0.7577234364384218,0.10330070080602778,0,252,2,2014-05-12,5,Pluvieuse
Boucle du Mouhoun,2014,20,-0.6839561478225789,-0.34785898302988133,1.56152887617316,0,217,1,2014-05-19,5,Pluvieuse
Boucle du Mouhoun,2014,21,-0.6698514367998601,0.4718699237871978,1.144892254639693,0,216,7,2014-05-26,5,Pluvieuse
Boucle du Mouhoun,2014,22,0.6052144396539114,-0.629640794748253,-1.354927474561102,0,273,6,2014-06-02,6,Pluvieuse
Boucle du Mouhoun,2014,23,1.6856353039941647,-1.3469035882131983,-0.7126126830303413,0,261,8,2014-06-09,6,Pluvieuse
Boucle du Mouhoun,2014,24,0.9521903308127918,-0.8601895497905564,1.0233732400257674,0,225,6,2014-06-16,6,Pluvieuse
Boucle du Mouhoun,2014,25,2.2498237449029133,-0.5784077380721857,-0.9730105714887576,0,332,11,2014-06-23,6,Pluvieuse
Boucle du Mouhoun,2014,26,1.0875955566308912,-0.34785898302988133,0.5720169000311776,0,1664,9,2014-06-30,6,Pluvieuse
Boucle du Mouhoun,2014,27,1.5304834827442588,-0.21977634133971255,0.5025774631089347,0,1673,6,2014-07-07,7,Pluvieuse
Boucle du Mouhoun,2014,28,2.36830331749375,-0.24539286967774668,-1.1639690230249309,0,1456,7,2014-07-14,7,Pluvieuse
Boucle du Mouhoun,2014,29,2.148269825539338,-0.5271746813961183,-0.8514915568748319,0,1580,11,2014-07-21,7,Pluvieuse
Boucle du Mouhoun,2014,30,2.1003138080620944,-0.5015581530580843,0.2942591523422012,0,1566,12,2014-07-28,7,Pluvieuse
Boucle du Mouhoun,2014,31,0.7011264746083986,-0.06607717131151056,0.27689929311163863,0,1158,14,2014-08-04,8,Pluvieuse
Boucle du Mouhoun,2014,32,1.7618007435168455,0.42063686711113135,1.7004077500176482,0,1543,9,2014-08-11,8,Pluvieuse
Boucle du Mouhoun,2014,33,2.6193671736981434,-1.3725201165512315,1.0060133807952047,0,1651,0,2014-08-18,8,Pluvieuse
Boucle du Mouhoun,2014,34,1.3160918751989343,-0.5015581530580843,0.13802041926715045,0,1360,2,2014-08-25,8,Pluvieuse
Boucle du Mouhoun,2014,35,2.2977797623801566,-0.6040242664102189,-1.5285260668667129,0,1447,10,2014-09-01,9,Pluvieuse
Boucle du Mouhoun,2014,36,0.004353750086094309,0.523102980463266,-1.2160486007166138,0,1117,3,2014-09-08,9,Pluvieuse
Boucle du Mouhoun,2014,37,1.3837944881079842,-1.0395052481567935,-0.6084535276469758,0,1188,0,2014-09-15,9,Pluvieuse
Boucle du Mouhoun,2014,38,-0.043602267391149294,0.08762199871669235,1.3358507061758664,0,1529,5,2014-09-22,9,Pluvieuse
Boucle du Mouhoun,2014,39,2.5883368094481622,-0.6552573230862871,1.57888873540372,0,1714,13,2014-09-29,9,Pluvieuse
Boucle du Mouhoun,2014,40,1.58408138463059,-0.34785898302988133,0.016501404653222352,0,1059,4,2014-10-06,10,Pluvieuse
Boucle du Mouhoun,2014,41,-0.6811352056180351,-0.7321069081003877,-1.3202077560999792,0,1288,12,2014-10-13,10,Pluvieuse
Boucle du Mouhoun,2014,42,-0.6529257835725977,0.523102980463266,-1.2681281784082965,0,1548,9,2014-10-20,10,Pluvieuse
Boucle du Mouhoun,2014,43,-0.7008818010498412,-1.116354833170894,0.08594084157546768,0,1197,11,2014-10-27,10,Pluvieuse
Boucle du Mouhoun,2014,44,-0.6811352056180351,-0.19415981300167934,1.5441690169426,0,1179,11,2014-11-03,11,Sèche
Boucle du Mouhoun,2014,45,-0.6077907082998978,0.21570464040686113,-1.3028478968694193,0,1273,2,2014-11-10,11,Sèche
Boucle du Mouhoun,2014,46,-0.6190744771180727,-0.5527912097341515,-0.6084535276469758,0,1754,12,2014-11-17,11,Sèche
Boucle du Mouhoun,2014,47,-0.6895980322316664,-1.116354833170894,1.0060133807952047,0,260,0,2014-11-24,11,Sèche
Boucle du Mouhoun,2014,48,-0.6247163615271603,0.3181707537589958,-0.7126126830303413,0,273,11,2014-12-01,12,Sèche
Boucle du Mouhoun,2014,49,-0.69241897443621,-0.8858060781285906,-1.0771697268721256,0,314,11,2014-12-08,12,Sèche
Boucle du Mouhoun,2014,50,-0.6529257835725977,-0.142926756325612,0.08594084157546768,0,288,14,2014-12-15,12,Sèche
Boucle du Mouhoun,2014,51,-0.5965069394817228,-0.9882721914807252,0.3116190115727613,0,307,6,2014-12-22,12,Sèche
Boucle du Mouhoun,2014,52,-0.6106116505044415,-0.19415981300167934,-1.1292493045638083,0,268,8,2014-12-29,12,Sèche
Boucle du Mouhoun,2015,1,-0.6360001303453352,0.08762199871669235,0.4504978854172495,0,174,2,2015-01-05,1,Sèche
Boucle du Mouhoun,2015,2,-0.5908650550726353,0.4462533954491655,-1.3028478968694193,0,338,5,2015-01-12,1,Sèche
Boucle du Mouhoun,2015,3,-0.6218954193226165,0.06200547037865822,-1.5979655037889582,0,266,10,2015-01-19,1,Sèche
Boucle du Mouhoun,2015,4,-0.6021488238908103,0.3181707537589958,-0.6778929645692211,0,236,8,2015-01-26,1,Sèche
Boucle du Mouhoun,2015,5,-0.6247163615271603,0.3950203387730972,1.3011309877147437,0,188,2,2015-02-02,2,Sèche
Boucle du Mouhoun,2015,6,-0.5682975174362854,0.4462533954491655,1.6309683130954054,0,328,0,2015-02-09,2,Sèche
Boucle du Mouhoun,2015,7,-0.69241897443621,0.13885505539275966,0.05122112311434501,0,210,13,2015-02-16,2,Sèche
Boucle du Mouhoun,2015,8,-0.627537303731704,-0.2710093980157808,1.0928126769480102,0,343,3,2015-02-23,2,Sèche
Boucle du Mouhoun,2015,9,-0.627537303731704,-0.4759416247200501,-0.7646922607220265,0,288,2,2015-03-02,3,Sèche
Boucle du Mouhoun,2015,10,-0.6472838991635101,1.3172153589423128,-0.8688514161053921,0,315,5,2015-03-09,3,Sèche
Boucle du Mouhoun,2015,11,-0.5711184596408291,2.4443426058157978,0.08594084157546768,0,243,1,2015-03-16,3,Sèche
Boucle du Mouhoun,2015,12,-0.6980608588452976,1.2403657739282106,-1.354927474561102,0,312,5,2015-03-23,3,Sèche
Boucle du Mouhoun,2015,13,-0.6839561478225789,1.6246136989987168,0.1727401377282731,0,197,11,2015-03-30,3,Sèche
Boucle du Mouhoun,2015,14,-0.6585676679816851,1.4196814722944475,-1.0077302899498801,0,233,11,2015-04-06,4,Sèche
Boucle du Mouhoun,2015,15,-0.5993278816862666,1.0866666039000095,-0.05293803226902051,0,291,2,2015-04-13,4,Sèche
Boucle du Mouhoun,2015,16,-0.6218954193226165,2.2394103791115283,-1.2681281784082965,0,309,9,2015-04-20,4,Sèche
Boucle du Mouhoun,2015,17,-0.6698514367998601,2.2394103791115283,1.7177676092482108,0,280,14,2015-04-27,4,Sèche
Boucle du Mouhoun,2015,18,-0.5880441128680916,2.18817732243546,0.1727401377282731,0,339,6,2015-05-04,5,Pluvieuse
Boucle du Mouhoun,2015,19,-0.6529257835725977,-1.295670531537131,1.144892254639693,0,250,6,2015-05-11,5,Pluvieuse
Boucle du Mouhoun,2015,20,-0.6952399166407538,-1.3725201165512315,-1.3028478968694193,0,302,14,2015-05-18,5,Pluvieuse
Boucle du Mouhoun,2015,21,-0.7037027432543851,-0.6552573230862871,-0.6431732461080985,0,188,3,2015-05-25,5,Pluvieuse
Boucle du Mouhoun,2015,22,2.1680164209711443,-1.1675878898469623,-0.5910936684164156,0,269,3,2015-06-01,6,Pluvieuse
Boucle du Mouhoun,2015,23,1.5304834827442588,0.1644715837307938,0.9365739438729619,0,276,4,2015-06-08,6,Pluvieuse
Boucle du Mouhoun,2015,24,1.5530510203806087,0.3950203387730972,-1.1292493045638083,0,285,4,2015-06-15,6,Pluvieuse
Boucle du Mouhoun,2015,25,2.5206341965391124,-0.4503250963820169,-1.3202077560999792,0,199,2,2015-06-22,6,Pluvieuse
Boucle du Mouhoun,2015,26,1.6687096507669021,-0.8858060781285906,-1.1292493045638083,0,1496,12,2015-06-29,6,Pluvieuse
Boucle du Mouhoun,2015,27,1.4261086211761405,-0.8089564931144891,1.7351274684787708,0,1705,14,2015-07-06,7,Pluvieuse
Boucle du Mouhoun,2015,28,0.9239809087673543,-0.9882721914807252,0.3289788708033239,0,1039,12,2015-07-13,7,Pluvieuse
Boucle du Mouhoun,2015,29,1.736412263675952,-1.2188209465230295,-0.6952528237997811,0,1045,14,2015-07-20,7,Pluvieuse
Boucle du Mouhoun,2015,30,2.0805672126302888,0.4462533954491655,0.2942591523422012,0,1483,4,2015-07-27,7,Pluvieuse
Boucle du Mouhoun,2015,31,2.0946719236530074,0.13885505539275966,-0.3480556391885595,0,1596,8,2015-08-03,8,Pluvieuse
Boucle du Mouhoun,2015,32,2.3654823752892065,0.03638894204062502,1.57888873540372,0,1706,5,2015-08-10,8,Pluvieuse
Boucle du Mouhoun,2015,33,0.05795165197242537,-0.6552573230862871,1.3532105654064264,0,1518,10,2015-08-17,8,Pluvieuse
Boucle du Mouhoun,2015,34,2.4077965083573627,0.1644715837307938,1.266411269253621,0,1505,7,2015-08-24,8,Pluvieuse
Boucle du Mouhoun,2015,35,0.7152311856311173,-0.9882721914807252,1.3358507061758664,0,1562,3,2015-08-31,8,Pluvieuse
Boucle du Mouhoun,2015,36,2.514992312130025,-0.4759416247200501,0.3289788708033239,0,1538,13,2015-09-07,9,Pluvieuse
Boucle du Mouhoun,2015,37,-0.14233524455018026,-1.270054003199097,1.0580929584868874,0,1541,6,2015-09-14,9,Pluvieuse
Boucle du Mouhoun,2015,38,0.7688290875174484,-1.1419713615089282,-1.45908662994447,0,1446,4,2015-09-21,9,Pluvieuse
Boucle du Mouhoun,2015,39,1.99875988869852,-0.19415981300167934,-1.7368443776334463,0,1177,2,2015-09-28,9,Pluvieuse
Boucle du Mouhoun,2015,40,0.7095893012220298,-0.3222424546918481,-1.3202077560999792,0,1098,12,2015-10-05,10,Pluvieuse
Boucle du Mouhoun,2015,41,-0.5852231706635478,0.11323852705472555,0.4331380261866894,0,1394,1,2015-10-12,10,Pluvieuse
Boucle du Mouhoun,2015,42,-0.7065236854589287,-0.8601895497905564,0.4157781669561293,0,1079,1,2015-10-19,10,Pluvieuse
Boucle du Mouhoun,2015,43,-0.6190744771180727,-0.937039134804658,1.1275323954091327,0,1572,7,2015-10-26,10,Pluvieuse
Boucle du Mouhoun,2015,44,-0.6895980322316664,-0.24539286967774668,0.6935359146451057,0,1541,4,2015-11-02,11,Sèche
Boucle du Mouhoun,2015,45,-0.6867770900271225,0.21570464040686113,-1.5111662076361527,0,1608,2,2015-11-09,11,Sèche
Boucle du Mouhoun,2015,46,-0.7093446276634725,-1.0651217764948266,1.144892254639693,0,1303,7,2015-11-16,11,Sèche
Boucle du Mouhoun,2015,47,-0.5936859972771792,-0.5015581530580843,-0.07029789149958307,0,267,8,2015-11-23,11,Sèche
Boucle du Mouhoun,2015,48,-0.6726723790044038,-0.42470856804398277,1.683047890787088,0,336,8,2015-11-30,11,Sèche
Boucle du Mouhoun,2015,49,-0.661388610186229,0.190088112068827,-1.1466091637943685,0,205,10,2015-12-07,12,Sèche
Boucle du Mouhoun,2015,50,-0.5739394018453728,0.11323852705472555,0.3289788708033239,0,293,1,2015-12-14,12,Sèche
Boucle du Mouhoun,2015,51,-0.5852231706635478,-1.270054003199097,0.36369858926444404,0,275,3,2015-12-21,12,Sèche
Boucle du Mouhoun,2015,52,-0.6444629569589664,0.6511856221534348,1.249051410023061,0,238,5,2015-12-28,12,Sèche
Boucle du Mouhoun,2016,1,-0.6698514367998601,-0.21977634133971255,0.46785774464781205,0,249,10,2016-01-04,1,Sèche
Boucle du Mouhoun,2016,2,-0.5993278816862666,-0.040460642973476436,1.2143316915619382,0,292,0,2016-01-11,1,Sèche
Boucle du Mouhoun,2016,3,-0.6895980322316664,-0.8601895497905564,-0.13973732842182593,0,319,10,2016-01-18,1,Sèche
Boucle du Mouhoun,2016,4,-0.6303582459362477,-0.296625926353814,-1.5458859260972753,0,323,7,2016-01-25,1,Sèche
Boucle du Mouhoun,2016,5,-0.5936859972771792,-1.3725201165512315,-0.9209309937970748,0,298,6,2016-02-01,2,Sèche
Boucle du Mouhoun,2016,6,-0.6190744771180727,-1.3469035882131983,-1.0250901491804427,0,221,14,2016-02-08,2,Sèche
Boucle du Mouhoun,2016,7,-0.6811352056180351,-1.116354833170894,-0.6431732461080985,0,170,10,2016-02-15,2,Sèche
Boucle du Mouhoun,2016,8,-0.7065236854589287,-1.0651217764948266,-0.1744570468829486,0,223,11,2016-02-22,2,Sèche
Boucle du Mouhoun,2016,9,-0.5993278816862666,-1.0395052481567935,0.24217957465051843,0,189,13,2016-02-29,2,Sèche
Boucle du Mouhoun,2016,10,-0.5880441128680916,2.0857112090833256,0.27689929311163863,0,262,10,2016-03-07,3,Sèche
Boucle du Mouhoun,2016,11,-0.6529257835725977,1.0610500755619752,1.0928126769480102,0,310,6,2016-03-14,3,Sèche
Boucle du Mouhoun,2016,12,-0.604969766095354,2.3162599641256287,-0.3654154984191196,0,302,10,2016-03-21,3,Sèche
Boucle du Mouhoun,2016,13,-0.616253534913529,2.2394103791115283,-0.8514915568748319,0,208,10,2016-03-28,3,Sèche
Boucle du Mouhoun,2016,14,-0.616253534913529,1.3684484156183792,-0.9382908530276374,0,267,7,2016-04-04,4,Sèche
Boucle du Mouhoun,2016,15,-0.6839561478225789,1.2403657739282106,0.8671345069507166,0,315,9,2016-04-11,4,Sèche
Boucle du Mouhoun,2016,16,-0.6247163615271603,1.5477641139846163,-0.452214794571925,0,263,10,2016-04-18,4,Sèche
Boucle du Mouhoun,2016,17,-0.6698514367998601,1.2403657739282106,-1.285488037638859,0,176,5,2016-04-25,4,Sèche
Boucle du Mouhoun,2016,18,-0.7065236854589287,2.7005078891961354,1.2143316915619382,0,226,1,2016-05-02,5,Pluvieuse
Boucle du Mouhoun,2016,19,-0.5936859972771792,0.13885505539275966,0.658816196183983,0,232,14,2016-05-09,5,Pluvieuse
Boucle du Mouhoun,2016,20,-0.6698514367998601,0.3694038104350631,1.0580929584868874,0,257,0,2016-05-16,5,Pluvieuse
Boucle du Mouhoun,2016,21,-0.6839561478225789,-0.937039134804658,1.0233732400257674,0,217,3,2016-05-23,5,Pluvieuse
Boucle du Mouhoun,2016,22,1.7053818994259706,-0.6040242664102189,0.7282556331062283,0,179,8,2016-05-30,5,Pluvieuse
Boucle du Mouhoun,2016,23,0.1820731089723501,-1.3469035882131983,1.1622521138702555,0,173,9,2016-06-06,6,Pluvieuse
Boucle du Mouhoun,2016,24,2.4331849881982563,0.3437872820970299,0.7282556331062283,0,259,10,2016-06-13,6,Pluvieuse
Boucle du Mouhoun,2016,25,1.6743515351759897,0.523102980463266,-0.24389648380519394,0,244,13,2016-06-20,6,Pluvieuse
Boucle du Mouhoun,2016,26,-0.11694676470928662,0.11323852705472555,0.9886535215646446,0,1058,11,2016-06-27,6,Pluvieuse
Boucle du Mouhoun,2016,27,1.2455683200853407,0.6255690938154007,-0.6952528237997811,0,1508,10,2016-07-04,7,Pluvieuse
Boucle du Mouhoun,2016,28,0.881666775699198,-0.34785898302988133,1.3358507061758664,0,1512,6,2016-07-11,7,Pluvieuse
Boucle du Mouhoun,2016,29,0.47263015604035546,0.6511856221534348,0.10330070080602778,0,1569,9,2016-07-18,7,Pluvieuse
Boucle du Mouhoun,2016,30,1.0057882326991225,-0.42470856804398277,-1.667404940711201,0,1116,5,2016-07-25,7,Pluvieuse
Boucle du Mouhoun,2016,31,2.1454488833347947,-1.1932044181849955,-0.8514915568748319,0,1442,8,2016-08-01,8,Pluvieuse
Boucle du Mouhoun,2016,32,2.227256207266563,0.5743360371393342,0.5546570408006175,0,1672,2,2016-08-08,8,Pluvieuse
Boucle du Mouhoun,2016,33,0.32029927699499344,-1.1675878898469623,1.249051410023061,0,1372,8,2016-08-15,8,Pluvieuse
Boucle du Mouhoun,2016,34,0.9268018509718979,-0.296625926353814,0.38105844849500664,0,1242,1,2016-08-22,8,Pluvieuse
Boucle du Mouhoun,2016,35,1.9282363335849264,-1.1932044181849955,1.3358507061758664,0,1545,11,2016-08-29,8,Pluvieuse
Boucle du Mouhoun,2016,36,1.49381123408519,-0.5784077380721857,-0.8341316976442694,0,1493,14,2016-09-05,9,Pluvieuse
Boucle du Mouhoun,2016,37,2.3316310688346813,-1.270054003199097,1.5094492984814771,0,1016,12,2016-09-12,9,Pluvieuse
Boucle du Mouhoun,2016,38,1.0198929437218414,0.4462533954491655,1.196971832331378,0,1059,7,2016-09-19,9,Pluvieuse
Boucle du Mouhoun,2016,39,1.0396395391536477,0.2925542254209626,1.2316915507924984,0,1454,13,2016-09-26,9,Pluvieuse
Boucle du Mouhoun,2016,40,0.9634740996309665,-0.296625926353814,-1.2681281784082965,0,1048,10,2016-10-03,10,Pluvieuse
Boucle du Mouhoun,2016,41,-0.7065236854589287,-0.06607717131151056,0.5372971815700549,0,1687,12,2016-10-10,10,Pluvieuse
Boucle du Mouhoun,2016,42,-0.6247163615271603,-0.5271746813961183,-1.5111662076361527,0,1354,1,2016-10-17,10,Pluvieuse
Boucle du Mouhoun,2016,43,-0.6077907082998978,0.13885505539275966,1.4400098615592318,0,1249,11,2016-10-24,10,Pluvieuse
Boucle du Mouhoun,2016,44,-0.6952399166407538,-1.270054003199097,0.5199373223394949,0,1067,11,2016-10-31,10,Pluvieuse
Boucle du Mouhoun,2016,45,-0.6726723790044038,0.3694038104350631,1.4747295800203546,0,1558,1,2016-11-07,11,Sèche
Boucle du Mouhoun,2016,46,-0.5908650550726353,-0.7064903797623544,0.2942591523422012,0,1661,2,2016-11-14,11,Sèche
Boucle du Mouhoun,2016,47,-0.6585676679816851,0.06200547037865822,1.144892254639693,0,246,1,2016-11-21,11,Sèche
Boucle du Mouhoun,2016,48,-0.638821072549879,0.08762199871669235,1.3184908469453038,0,220,5,2016-11-28,11,Sèche
Boucle du Mouhoun,2016,49,-0.5965069394817228,-0.11731022798757788,-0.22653662457463136,0,213,8,2016-12-05,12,Sèche
Boucle du Mouhoun,2016,50,-0.6557467257771414,0.3437872820970299,-0.8341316976442694,0,337,0,2016-12-12,12,Sèche
Boucle du Mouhoun,2016,51,-0.6134325927089853,-0.06607717131151056,-1.1466091637943685,0,186,6,2016-12-19,12,Sèche
Boucle du Mouhoun,2016,52,-0.6980608588452976,0.08762199871669235,-1.5111662076361527,0,208,6,2016-12-26,12,Sèche
Boucle du Mouhoun,2017,1,-0.5993278816862666,-0.142926756325612,-0.9903704307193201,0,202,2,2017-01-02,1,Sèche
Boucle du Mouhoun,2017,2,-0.7065236854589287,-1.0907383048328607,1.4573697207897944,0,304,13,2017-01-09,1,Sèche
Boucle du Mouhoun,2017,3,-0.616253534913529,-0.6808738514243203,-1.1466091637943685,0,273,2,2017-01-16,1,Sèche
Boucle du Mouhoun,2017,4,-0.5965069394817228,-1.1675878898469623,1.5962485946342826,0,240,9,2017-01-23,1,Sèche
Boucle du Mouhoun,2017,5,-0.6698514367998601,-0.4759416247200501,1.6309683130954054,0,172,12,2017-01-30,1,Sèche
Boucle du Mouhoun,2017,6,-0.5711184596408291,-0.1685432846636452,1.1796119731008157,0,188,11,2017-02-06,2,Sèche
Boucle du Mouhoun,2017,7,-0.5739394018453728,-0.34785898302988133,-0.556373949955293,0,209,13,2017-02-13,2,Sèche
Boucle du Mouhoun,2017,8,-0.6895980322316664,0.3437872820970299,-1.45908662994447,0,259,2,2017-02-20,2,Sèche
Boucle du Mouhoun,2017,9,-0.6783142634134913,-0.4503250963820169,0.05122112311434501,0,231,14,2017-02-27,2,Sèche
Boucle du Mouhoun,2017,10,-0.627537303731704,2.0857112090833256,-0.7126126830303413,0,303,8,2017-03-06,3,Sèche
Boucle du Mouhoun,2017,11,-0.6529257835725977,1.0610500755619752,0.05122112311434501,0,315,14,2017-03-13,3,Sèche
Boucle du Mouhoun,2017,12,-0.6077907082998978,1.0610500755619752,1.2143316915619382,0,194,8,2017-03-20,3,Sèche
Boucle du Mouhoun,2017,13,-0.6444629569589664,1.496531057308548,1.1622521138702555,0,218,8,2017-03-27,3,Sèche
Boucle du Mouhoun,2017,14,-0.6783142634134913,2.18817732243546,-1.2681281784082965,0,264,9,2017-04-03,4,Sèche
Boucle du Mouhoun,2017,15,-0.5936859972771792,1.8807789823790544,-0.40013521688024223,0,211,3,2017-04-10,4,Sèche
Boucle du Mouhoun,2017,16,-0.6218954193226165,1.6502302273367508,1.4920894392509145,0,218,8,2017-04-17,4,Sèche
Boucle du Mouhoun,2017,17,-0.6106116505044415,2.6748913608581013,-1.5632457853278354,0,273,2,2017-04-24,4,Sèche
Boucle du Mouhoun,2017,18,-0.6585676679816851,1.983245095731191,-0.5390140907247304,0,255,2,2017-05-01,5,Pluvieuse
Boucle du Mouhoun,2017,19,-0.6360001303453352,0.6255690938154007,0.10330070080602778,0,256,5,2017-05-08,5,Pluvieuse
Boucle du Mouhoun,2017,20,-0.6557467257771414,-0.19415981300167934,0.36369858926444404,0,264,7,2017-05-15,5,Pluvieuse
Boucle du Mouhoun,2017,21,-0.7037027432543851,-0.4759416247200501,-1.667404940711201,0,244,9,2017-05-22,5,Pluvieuse
Boucle du Mouhoun,2017,22,1.231463609062622,-1.2444374748610627,-0.3654154984191196,0,270,3,2017-05-29,5,Pluvieuse
Boucle du Mouhoun,2017,23,1.1919704181990098,-1.1675878898469623,-0.3480556391885595,0,247,12,2017-06-05,6,Pluvieuse
Boucle du Mouhoun,2017,24,0.5177652313130554,-0.629640794748253,0.5720169000311776,0,207,2,2017-06-12,6,Pluvieuse
Boucle du Mouhoun,2017,25,0.8478154692446733,-0.142926756325612,-0.556373949955293,0,322,7,2017-06-19,6,Pluvieuse
Boucle du Mouhoun,2017,26,0.8901296023128294,-0.014844114635443224,-0.8514915568748319,0,1179,8,2017-06-26,6,Pluvieuse
